Region,Category,Kernel,Channel,Info_1,Info_2,Info_3
Cells,Texture,DifferenceEntropy,DNA,10,01,256
Cells,Texture,DifferenceEntropy,DNA,10,02,256
Cells,Texture,DifferenceEntropy,DNA,10,03,256
Cells,Texture,DifferenceEntropy,DNA,3,00,256
Cells,Texture,DifferenceEntropy,DNA,3,01,256
Cells,Texture,DifferenceEntropy,DNA,3,02,256
Cells,Texture,DifferenceEntropy,DNA,3,03,256
Cells,Texture,DifferenceEntropy,DNA,5,00,256
Cells,Texture,DifferenceEntropy,DNA,5,01,256
Cells,Texture,DifferenceEntropy,DNA,5,02,256
Cells,Texture,DifferenceEntropy,DNA,5,03,256
Cells,Texture,DifferenceEntropy,ER,10,00,256
Cells,Texture,DifferenceEntropy,ER,10,01,256
Cells,Texture,DifferenceEntropy,ER,10,02,256
Cells,Texture,DifferenceEntropy,ER,10,03,256
Cells,Texture,DifferenceEntropy,ER,3,00,256
Cells,Texture,DifferenceEntropy,ER,3,01,256
Cells,Texture,DifferenceEntropy,ER,3,02,256
Cells,Texture,DifferenceEntropy,ER,3,03,256
Cells,Texture,DifferenceEntropy,ER,5,00,256
Cells,Texture,DifferenceEntropy,ER,5,01,256
Cells,Texture,DifferenceEntropy,ER,5,02,256
Cells,Texture,DifferenceEntropy,ER,5,03,256
Cells,Texture,DifferenceEntropy,Mito,10,00,256
Cells,Texture,DifferenceEntropy,Mito,10,01,256
Cells,Texture,DifferenceEntropy,Mito,10,02,256
Cells,Texture,DifferenceEntropy,Mito,10,03,256
Cells,Texture,DifferenceEntropy,Mito,3,00,256
Cells,Texture,DifferenceEntropy,Mito,3,01,256
Cells,Texture,DifferenceEntropy,Mito,3,02,256
Cells,Texture,DifferenceEntropy,Mito,3,03,256
Cells,Texture,DifferenceEntropy,Mito,5,00,256
Cells,Texture,DifferenceEntropy,Mito,5,01,256
Cells,Texture,DifferenceEntropy,Mito,5,02,256
Cells,Texture,DifferenceEntropy,Mito,5,03,256
Cells,Texture,DifferenceEntropy,RNA,10,00,256
Cells,Texture,DifferenceEntropy,RNA,10,01,256
Cells,Texture,DifferenceEntropy,RNA,10,02,256
Cells,Texture,DifferenceEntropy,RNA,10,03,256
Cells,Texture,DifferenceEntropy,RNA,3,00,256
Cells,Texture,DifferenceEntropy,RNA,3,01,256
Cells,Texture,DifferenceEntropy,RNA,3,02,256
Cells,Texture,DifferenceEntropy,RNA,3,03,256
Cells,Texture,DifferenceEntropy,RNA,5,00,256
Cells,Texture,DifferenceEntropy,RNA,5,01,256
Cells,Texture,DifferenceEntropy,RNA,5,02,256
Cells,Texture,DifferenceEntropy,RNA,5,03,256
Cells,Texture,DifferenceVariance,AGP,10,00,256
Cells,Texture,DifferenceVariance,AGP,10,01,256
Cells,Texture,DifferenceVariance,AGP,10,02,256
Cells,Texture,DifferenceVariance,AGP,10,03,256
Cells,Texture,DifferenceVariance,AGP,3,00,256
Cells,Texture,DifferenceVariance,AGP,3,01,256
Cells,Texture,DifferenceVariance,AGP,3,02,256
Cells,Texture,DifferenceVariance,AGP,3,03,256
Cells,Texture,DifferenceVariance,AGP,5,00,256
Cells,Texture,DifferenceVariance,AGP,5,01,256
Cells,Texture,DifferenceVariance,AGP,5,02,256
Cells,Texture,DifferenceVariance,AGP,5,03,256
Cells,Texture,DifferenceVariance,DNA,10,00,256
Cells,Texture,DifferenceVariance,DNA,10,01,256
Cells,Texture,DifferenceVariance,DNA,10,02,256
Cells,Texture,DifferenceVariance,DNA,10,03,256
Cells,Texture,DifferenceVariance,DNA,3,00,256
Cells,Texture,DifferenceVariance,DNA,3,01,256
Cells,Texture,DifferenceVariance,DNA,3,02,256
Cells,Texture,DifferenceVariance,DNA,3,03,256
Cells,Texture,DifferenceVariance,DNA,5,00,256
Cells,Texture,DifferenceVariance,DNA,5,01,256
Cells,Texture,DifferenceVariance,DNA,5,02,256
Cells,Texture,DifferenceVariance,DNA,5,03,256
Cells,Texture,DifferenceVariance,ER,10,00,256
Cells,Texture,DifferenceVariance,ER,10,01,256
Cells,Texture,DifferenceVariance,ER,10,02,256
Cells,Texture,DifferenceVariance,ER,10,03,256
Cells,Texture,DifferenceVariance,ER,3,00,256
Cells,Texture,DifferenceVariance,ER,3,01,256
Cells,Texture,DifferenceVariance,ER,3,02,256
Cells,Texture,DifferenceVariance,ER,3,03,256
Cells,Texture,DifferenceVariance,ER,5,00,256
Cells,Texture,DifferenceVariance,ER,5,01,256
Cells,Texture,DifferenceVariance,ER,5,02,256
Cells,Texture,DifferenceVariance,ER,5,03,256
Cells,Texture,DifferenceVariance,Mito,10,00,256
Cells,Texture,DifferenceVariance,Mito,10,01,256
Cells,Texture,DifferenceVariance,Mito,10,02,256
Cells,Texture,DifferenceVariance,Mito,10,03,256
Cells,Texture,DifferenceVariance,Mito,3,00,256
Cells,Texture,DifferenceVariance,Mito,3,01,256
Cells,Texture,DifferenceVariance,Mito,3,02,256
Cells,Texture,DifferenceVariance,Mito,3,03,256
Cells,Texture,DifferenceVariance,Mito,5,00,256
Cells,Texture,DifferenceVariance,Mito,5,01,256
Cells,Texture,DifferenceVariance,Mito,5,02,256
Cells,Texture,DifferenceVariance,Mito,5,03,256
Cells,Texture,DifferenceVariance,RNA,10,00,256
Cells,Texture,DifferenceVariance,RNA,10,01,256
Cells,Texture,DifferenceVariance,RNA,10,02,256
Cells,Texture,DifferenceVariance,RNA,10,03,256
Cells,Texture,DifferenceVariance,RNA,3,00,256
Cells,Texture,DifferenceVariance,RNA,3,01,256
Cells,Texture,DifferenceVariance,RNA,3,02,256
Cells,Texture,DifferenceVariance,RNA,3,03,256
Cells,Texture,DifferenceVariance,RNA,5,00,256
Cells,Texture,DifferenceVariance,RNA,5,01,256
Cells,Texture,DifferenceVariance,RNA,5,02,256
Cells,Texture,DifferenceVariance,RNA,5,03,256
Cells,Texture,Entropy,AGP,10,00,256
Cells,Texture,Entropy,AGP,10,01,256
Cells,Texture,Entropy,AGP,10,02,256
Cells,Texture,Entropy,AGP,10,03,256
Cells,Texture,Entropy,AGP,3,00,256
Cells,Texture,Entropy,AGP,3,01,256
Cells,Texture,Entropy,AGP,3,02,256
Cells,Texture,Entropy,AGP,3,03,256
Cells,Texture,Entropy,AGP,5,00,256
Cells,Texture,Entropy,AGP,5,01,256
Cells,Texture,Entropy,AGP,5,02,256
Cells,Texture,Entropy,AGP,5,03,256
Cells,Texture,Entropy,DNA,10,00,256
Cells,Texture,Entropy,DNA,10,01,256
Cells,Texture,Entropy,DNA,10,02,256
Cells,Texture,Entropy,DNA,10,03,256
Cells,Texture,Entropy,DNA,3,00,256
Cells,Texture,Entropy,DNA,3,01,256
Cells,Texture,Entropy,DNA,3,02,256
Cells,Texture,Entropy,DNA,3,03,256
Cells,Texture,Entropy,DNA,5,00,256
Cells,Texture,Entropy,DNA,5,01,256
Cells,Texture,Entropy,DNA,5,02,256
Cells,Texture,Entropy,DNA,5,03,256
Cells,Texture,Entropy,ER,10,00,256
Cells,Texture,Entropy,ER,10,01,256
Cells,Texture,Entropy,ER,10,02,256
Cells,Texture,Entropy,ER,10,03,256
Cells,Texture,Entropy,ER,3,00,256
Cells,Texture,Entropy,ER,3,01,256
Cells,Texture,Entropy,ER,3,02,256
Cells,Texture,Entropy,ER,3,03,256
Cells,Texture,Entropy,ER,5,00,256
Cells,Texture,Entropy,ER,5,01,256
Cells,Texture,Entropy,ER,5,02,256
Cells,Texture,Entropy,ER,5,03,256
Cells,Texture,Entropy,Mito,10,00,256
Cells,Texture,Entropy,Mito,10,01,256
Cells,Texture,Entropy,Mito,10,02,256
Cells,Texture,Entropy,Mito,10,03,256
Cells,Texture,Entropy,Mito,3,00,256
Cells,Texture,Entropy,Mito,3,01,256
Cells,Texture,Entropy,Mito,3,02,256
Cells,Texture,Entropy,Mito,3,03,256
Cells,Texture,Entropy,Mito,5,00,256
Cells,Texture,Entropy,Mito,5,01,256
Cells,Texture,Entropy,Mito,5,02,256
Cells,Texture,Entropy,Mito,5,03,256
Cells,Texture,Entropy,RNA,10,00,256
Cells,Texture,Entropy,RNA,10,01,256
Cells,Texture,Entropy,RNA,10,02,256
Cells,Texture,Entropy,RNA,10,03,256
Cells,Texture,Entropy,RNA,3,00,256
Cells,Texture,Entropy,RNA,3,01,256
Cells,Texture,Entropy,RNA,3,02,256
Cells,Texture,Entropy,RNA,3,03,256
Cells,Texture,Entropy,RNA,5,00,256
Cells,Texture,Entropy,RNA,5,01,256
Cells,Texture,Entropy,RNA,5,02,256
Cells,Texture,Entropy,RNA,5,03,256
Cells,Texture,InfoMeas1,AGP,10,00,256
Cells,Texture,InfoMeas1,AGP,10,01,256
Cells,Texture,InfoMeas1,AGP,10,02,256
Cells,Texture,InfoMeas1,AGP,10,03,256
Cells,Texture,InfoMeas1,AGP,3,00,256
Cells,Texture,InfoMeas1,AGP,3,01,256
Cells,Texture,InfoMeas1,AGP,3,02,256
Cells,Texture,InfoMeas1,AGP,3,03,256
Cells,Texture,InfoMeas1,AGP,5,00,256
Cells,Texture,InfoMeas1,AGP,5,01,256
Cells,Texture,InfoMeas1,AGP,5,02,256
Cells,Texture,InfoMeas1,AGP,5,03,256
Cells,Texture,InfoMeas1,DNA,10,00,256
Cells,Texture,InfoMeas1,DNA,10,01,256
Cells,Texture,InfoMeas1,DNA,10,02,256
Cells,Texture,InfoMeas1,DNA,10,03,256
Cells,Texture,InfoMeas1,DNA,3,00,256
Cells,Texture,InfoMeas1,DNA,3,01,256
Cells,Texture,InfoMeas1,DNA,3,02,256
Cells,Texture,InfoMeas1,DNA,3,03,256
Cells,Texture,InfoMeas1,DNA,5,00,256
Cells,Texture,InfoMeas1,DNA,5,01,256
Cells,Texture,InfoMeas1,DNA,5,02,256
Cells,Texture,InfoMeas1,DNA,5,03,256
Cells,Texture,InfoMeas1,ER,10,00,256
Cells,Texture,InfoMeas1,ER,10,01,256
Cells,Texture,InfoMeas1,ER,10,02,256
Cells,Texture,InfoMeas1,ER,10,03,256
Cells,Texture,InfoMeas1,ER,3,00,256
Cells,Texture,InfoMeas1,ER,3,01,256
Cells,Texture,InfoMeas1,ER,3,02,256
Cells,Texture,InfoMeas1,ER,3,03,256
Cells,Texture,InfoMeas1,ER,5,00,256
Cells,Texture,InfoMeas1,ER,5,01,256
Cells,Texture,InfoMeas1,ER,5,02,256
Cells,Texture,InfoMeas1,ER,5,03,256
Cells,Texture,InfoMeas1,Mito,10,00,256
Cells,Texture,InfoMeas1,Mito,10,01,256
Cells,Texture,InfoMeas1,Mito,10,02,256
Cells,Texture,InfoMeas1,Mito,10,03,256
Cells,Texture,InfoMeas1,Mito,3,00,256
Cells,Texture,InfoMeas1,Mito,3,01,256
Cells,Texture,InfoMeas1,Mito,3,02,256
Cells,Texture,InfoMeas1,Mito,3,03,256
Cells,Texture,InfoMeas1,Mito,5,00,256
Cells,Texture,InfoMeas1,Mito,5,01,256
Cells,Texture,InfoMeas1,Mito,5,02,256
Cells,Texture,InfoMeas1,Mito,5,03,256
Cells,Texture,InfoMeas1,RNA,10,00,256
Cells,Texture,InfoMeas1,RNA,10,01,256
Cells,Texture,InfoMeas1,RNA,10,02,256
Cells,Texture,InfoMeas1,RNA,10,03,256
Cells,Texture,InfoMeas1,RNA,3,00,256
Cells,Texture,InfoMeas1,RNA,3,01,256
Cells,Texture,InfoMeas1,RNA,3,02,256
Cells,Texture,InfoMeas1,RNA,3,03,256
Cells,Texture,InfoMeas1,RNA,5,00,256
Cells,Texture,InfoMeas1,RNA,5,01,256
Cells,Texture,InfoMeas1,RNA,5,02,256
Cells,Texture,InfoMeas1,RNA,5,03,256
Cells,Texture,InfoMeas2,AGP,10,00,256
Cells,Texture,InfoMeas2,AGP,10,01,256
Cells,Texture,InfoMeas2,AGP,10,02,256
Cells,Texture,InfoMeas2,AGP,10,03,256
Cells,Texture,InfoMeas2,AGP,3,00,256
Cells,Texture,InfoMeas2,AGP,3,01,256
Cells,Texture,InfoMeas2,AGP,3,02,256
Cells,Texture,InfoMeas2,AGP,3,03,256
Cells,Texture,InfoMeas2,AGP,5,00,256
Cells,Texture,InfoMeas2,AGP,5,01,256
Cells,Texture,InfoMeas2,AGP,5,02,256
Cells,Texture,InfoMeas2,AGP,5,03,256
Cells,Texture,InfoMeas2,DNA,10,00,256
Cells,Texture,InfoMeas2,DNA,10,01,256
Cells,Texture,InfoMeas2,DNA,10,02,256
Cells,Texture,InfoMeas2,DNA,10,03,256
Cells,Texture,InfoMeas2,DNA,3,00,256
Cells,Texture,InfoMeas2,DNA,3,01,256
Cells,Texture,InfoMeas2,DNA,3,02,256
Cells,Texture,InfoMeas2,DNA,3,03,256
Cells,Texture,InfoMeas2,DNA,5,00,256
Cells,Texture,InfoMeas2,DNA,5,01,256
Cells,Texture,InfoMeas2,DNA,5,02,256
Cells,Texture,InfoMeas2,DNA,5,03,256
Cells,Texture,InfoMeas2,ER,10,00,256
Cells,Texture,InfoMeas2,ER,10,01,256
Cells,Texture,InfoMeas2,ER,10,02,256
Cells,Texture,InfoMeas2,ER,10,03,256
Cells,Texture,InfoMeas2,ER,3,00,256
Cells,Texture,InfoMeas2,ER,3,01,256
Cells,Texture,InfoMeas2,ER,3,02,256
Cells,Texture,InfoMeas2,ER,3,03,256
Cells,Texture,InfoMeas2,ER,5,00,256
Cells,Texture,InfoMeas2,ER,5,01,256
Cells,Texture,InfoMeas2,ER,5,02,256
Cells,Texture,InfoMeas2,ER,5,03,256
Cells,Texture,InfoMeas2,Mito,10,00,256
Cells,Texture,InfoMeas2,Mito,10,01,256
Cells,Texture,InfoMeas2,Mito,10,02,256
Cells,Texture,InfoMeas2,Mito,10,03,256
Cells,Texture,InfoMeas2,Mito,3,00,256
Cells,Texture,InfoMeas2,Mito,3,01,256
Cells,Texture,InfoMeas2,Mito,3,02,256
Cells,Texture,InfoMeas2,Mito,3,03,256
Cells,Texture,InfoMeas2,Mito,5,00,256
Cells,Texture,InfoMeas2,Mito,5,01,256
Cells,Texture,InfoMeas2,Mito,5,02,256
Cells,Texture,InfoMeas2,Mito,5,03,256
Cells,Texture,InfoMeas2,RNA,10,00,256
Cells,Texture,InfoMeas2,RNA,10,01,256
Cells,Texture,InfoMeas2,RNA,10,02,256
Cells,Texture,InfoMeas2,RNA,10,03,256
Cells,Texture,InfoMeas2,RNA,3,00,256
Cells,Texture,InfoMeas2,RNA,3,01,256
Cells,Texture,InfoMeas2,RNA,3,02,256
Cells,Texture,InfoMeas2,RNA,3,03,256
Cells,Texture,InfoMeas2,RNA,5,00,256
Cells,Texture,InfoMeas2,RNA,5,01,256
Cells,Texture,InfoMeas2,RNA,5,02,256
Cells,Texture,InfoMeas2,RNA,5,03,256
Cells,Texture,InverseDifferenceMoment,AGP,10,00,256
Cells,Texture,InverseDifferenceMoment,AGP,10,01,256
Cells,Texture,InverseDifferenceMoment,AGP,10,02,256
Cells,Texture,InverseDifferenceMoment,AGP,10,03,256
Cells,Texture,InverseDifferenceMoment,AGP,3,00,256
Cells,Texture,InverseDifferenceMoment,AGP,3,01,256
Cells,Texture,InverseDifferenceMoment,AGP,3,02,256
Cells,Texture,InverseDifferenceMoment,AGP,3,03,256
Cells,Texture,InverseDifferenceMoment,AGP,5,00,256
Cells,Texture,InverseDifferenceMoment,AGP,5,01,256
Cells,Texture,InverseDifferenceMoment,AGP,5,02,256
Cells,Texture,InverseDifferenceMoment,AGP,5,03,256
Cells,Texture,InverseDifferenceMoment,DNA,10,00,256
Cells,Texture,InverseDifferenceMoment,DNA,10,01,256
Cells,Texture,InverseDifferenceMoment,DNA,10,02,256
Cells,Texture,InverseDifferenceMoment,DNA,10,03,256
Cells,Texture,InverseDifferenceMoment,DNA,3,00,256
Cells,Texture,InverseDifferenceMoment,DNA,3,01,256
Cells,Texture,InverseDifferenceMoment,DNA,3,02,256
Cells,Texture,InverseDifferenceMoment,DNA,3,03,256
Cells,Texture,InverseDifferenceMoment,DNA,5,00,256
Cells,Texture,InverseDifferenceMoment,DNA,5,01,256
Cells,Texture,InverseDifferenceMoment,DNA,5,02,256
Cells,Texture,InverseDifferenceMoment,DNA,5,03,256
Cells,Texture,InverseDifferenceMoment,ER,10,00,256
Cells,Texture,InverseDifferenceMoment,ER,10,01,256
Cells,Texture,InverseDifferenceMoment,ER,10,02,256
Cells,Texture,InverseDifferenceMoment,ER,10,03,256
Cells,Texture,InverseDifferenceMoment,ER,3,00,256
Cells,Texture,InverseDifferenceMoment,ER,3,01,256
Cells,Texture,InverseDifferenceMoment,ER,3,02,256
Cells,Texture,InverseDifferenceMoment,ER,3,03,256
Cells,Texture,InverseDifferenceMoment,ER,5,00,256
Cells,Texture,InverseDifferenceMoment,ER,5,01,256
Cells,Texture,InverseDifferenceMoment,ER,5,02,256
Cells,Texture,InverseDifferenceMoment,ER,5,03,256
Cells,Texture,InverseDifferenceMoment,Mito,10,00,256
Cells,Texture,InverseDifferenceMoment,Mito,10,01,256
Cells,Texture,InverseDifferenceMoment,Mito,10,02,256
Cells,Texture,InverseDifferenceMoment,Mito,10,03,256
Cells,Texture,InverseDifferenceMoment,Mito,3,00,256
Cells,Texture,InverseDifferenceMoment,Mito,3,01,256
Cells,Texture,InverseDifferenceMoment,Mito,3,02,256
Cells,Texture,InverseDifferenceMoment,Mito,3,03,256
Cells,Texture,InverseDifferenceMoment,Mito,5,00,256
Cells,Texture,InverseDifferenceMoment,Mito,5,01,256
Cells,Texture,InverseDifferenceMoment,Mito,5,02,256
Cells,Texture,InverseDifferenceMoment,Mito,5,03,256
Cells,Texture,InverseDifferenceMoment,RNA,10,00,256
Cells,Texture,InverseDifferenceMoment,RNA,10,01,256
Cells,Texture,InverseDifferenceMoment,RNA,10,02,256
Cells,Texture,InverseDifferenceMoment,RNA,10,03,256
Cells,Texture,InverseDifferenceMoment,RNA,3,00,256
Cells,Texture,InverseDifferenceMoment,RNA,3,01,256
Cells,Texture,InverseDifferenceMoment,RNA,3,02,256
Cells,Texture,InverseDifferenceMoment,RNA,3,03,256
Cells,Texture,InverseDifferenceMoment,RNA,5,00,256
Cells,Texture,InverseDifferenceMoment,RNA,5,01,256
Cells,Texture,InverseDifferenceMoment,RNA,5,02,256
Cells,Texture,InverseDifferenceMoment,RNA,5,03,256
Cells,Texture,SumAverage,AGP,10,00,256
Cells,Texture,SumAverage,AGP,10,01,256
Cells,Texture,SumAverage,AGP,10,02,256
Cells,Texture,SumAverage,AGP,10,03,256
Cells,Texture,SumAverage,AGP,3,00,256
Cells,Texture,SumAverage,AGP,3,01,256
Cells,Texture,SumAverage,AGP,3,02,256
Cells,Texture,SumAverage,AGP,3,03,256
Cells,Texture,SumAverage,AGP,5,00,256
Cells,Texture,SumAverage,AGP,5,01,256
Cells,Texture,SumAverage,AGP,5,02,256
Cells,Texture,SumAverage,AGP,5,03,256
Cells,Texture,SumAverage,DNA,10,00,256
Cells,Texture,SumAverage,DNA,10,01,256
Cells,Texture,SumAverage,DNA,10,02,256
Cells,Texture,SumAverage,DNA,10,03,256
Cells,Texture,SumAverage,DNA,3,00,256
Cells,Texture,SumAverage,DNA,3,01,256
Cells,Texture,SumAverage,DNA,3,02,256
Cells,Texture,SumAverage,DNA,3,03,256
Cells,Texture,SumAverage,DNA,5,00,256
Cells,Texture,SumAverage,DNA,5,01,256
Cells,Texture,SumAverage,DNA,5,02,256
Cells,Texture,SumAverage,DNA,5,03,256
Cells,Texture,SumAverage,ER,10,00,256
Cells,Texture,SumAverage,ER,10,01,256
Cells,Texture,SumAverage,ER,10,02,256
Cells,Texture,SumAverage,ER,10,03,256
Cells,Texture,SumAverage,ER,3,00,256
Cells,Texture,SumAverage,ER,3,01,256
Cells,Texture,SumAverage,ER,3,02,256
Cells,Texture,SumAverage,ER,3,03,256
Cells,Texture,SumAverage,ER,5,00,256
Cells,Texture,SumAverage,ER,5,01,256
Cells,Texture,SumAverage,ER,5,02,256
Cells,Texture,SumAverage,ER,5,03,256
Cells,Texture,SumAverage,Mito,10,00,256
Cells,Texture,SumAverage,Mito,10,01,256
Cells,Texture,SumAverage,Mito,10,02,256
Cells,Texture,SumAverage,Mito,10,03,256
Cells,Texture,SumAverage,Mito,3,00,256
Cells,Texture,SumAverage,Mito,3,01,256
Cells,Texture,SumAverage,Mito,3,02,256
Cells,Texture,SumAverage,Mito,3,03,256
Cells,Texture,SumAverage,Mito,5,00,256
Cells,Texture,SumAverage,Mito,5,01,256
Cells,Texture,SumAverage,Mito,5,02,256
Cells,Texture,SumAverage,Mito,5,03,256
Cells,Texture,SumAverage,RNA,10,00,256
Cells,Texture,SumAverage,RNA,10,01,256
Cells,Texture,SumAverage,RNA,10,02,256
Cells,Texture,SumAverage,RNA,10,03,256
Cells,Texture,SumAverage,RNA,3,00,256
Cells,Texture,SumAverage,RNA,3,01,256
Cells,Texture,SumAverage,RNA,3,02,256
Cells,Texture,SumAverage,RNA,3,03,256
Cells,Texture,SumAverage,RNA,5,00,256
Cells,Texture,SumAverage,RNA,5,01,256
Cells,Texture,SumAverage,RNA,5,02,256
Cells,Texture,SumAverage,RNA,5,03,256
Cells,Texture,SumEntropy,AGP,10,00,256
Cells,Texture,SumEntropy,AGP,10,01,256
Cells,Texture,SumEntropy,AGP,10,02,256
Cells,Texture,SumEntropy,AGP,10,03,256
Cells,Texture,SumEntropy,AGP,3,00,256
Cells,Texture,SumEntropy,AGP,3,01,256
Cells,Texture,SumEntropy,AGP,3,02,256
Cells,Texture,SumEntropy,AGP,3,03,256
Cells,Texture,SumEntropy,AGP,5,00,256
Cells,Texture,SumEntropy,AGP,5,01,256
Cells,Texture,SumEntropy,AGP,5,02,256
Cells,Texture,SumEntropy,AGP,5,03,256
Cells,Texture,SumEntropy,DNA,10,00,256
Cells,Texture,SumEntropy,DNA,10,01,256
Cells,Texture,SumEntropy,DNA,10,02,256
Cells,Texture,SumEntropy,DNA,10,03,256
Cells,Texture,SumEntropy,DNA,3,00,256
Cells,Texture,SumEntropy,DNA,3,01,256
Cells,Texture,SumEntropy,DNA,3,02,256
Cells,Texture,SumEntropy,DNA,3,03,256
Cells,Texture,SumEntropy,DNA,5,00,256
Cells,Texture,SumEntropy,DNA,5,01,256
Cells,Texture,SumEntropy,DNA,5,02,256
Cells,Texture,SumEntropy,DNA,5,03,256
Cells,Texture,SumEntropy,ER,10,00,256
Cells,Texture,SumEntropy,ER,10,01,256
Cells,Texture,SumEntropy,ER,10,02,256
Cells,Texture,SumEntropy,ER,10,03,256
Cells,Texture,SumEntropy,ER,3,00,256
Cells,Texture,SumEntropy,ER,3,01,256
Cells,Texture,SumEntropy,ER,3,02,256
Cells,Texture,SumEntropy,ER,3,03,256
Cells,Texture,SumEntropy,ER,5,00,256
Cells,Texture,SumEntropy,ER,5,01,256
Cells,Texture,SumEntropy,ER,5,02,256
Cells,Texture,SumEntropy,ER,5,03,256
Cells,Texture,SumEntropy,Mito,10,00,256
Cells,Texture,SumEntropy,Mito,10,01,256
Cells,Texture,SumEntropy,Mito,10,02,256
Cells,Texture,SumEntropy,Mito,10,03,256
Cells,Texture,SumEntropy,Mito,3,00,256
Cells,Texture,SumEntropy,Mito,3,01,256
Cells,Texture,SumEntropy,Mito,3,02,256
Cells,Texture,SumEntropy,Mito,3,03,256
Cells,Texture,SumEntropy,Mito,5,00,256
Cells,Texture,SumEntropy,Mito,5,01,256
Cells,Texture,SumEntropy,Mito,5,02,256
Cells,Texture,SumEntropy,Mito,5,03,256
Cells,Texture,SumEntropy,RNA,10,00,256
Cells,Texture,SumEntropy,RNA,10,01,256
Cells,Texture,SumEntropy,RNA,10,02,256
Cells,Texture,SumEntropy,RNA,10,03,256
Cells,Texture,SumEntropy,RNA,3,00,256
Cells,Texture,SumEntropy,RNA,3,01,256
Cells,Texture,SumEntropy,RNA,3,02,256
Cells,Texture,SumEntropy,RNA,3,03,256
Cells,Texture,SumEntropy,RNA,5,00,256
Cells,Texture,SumEntropy,RNA,5,01,256
Cells,Texture,SumEntropy,RNA,5,02,256
Cells,Texture,SumEntropy,RNA,5,03,256
Cells,Texture,SumVariance,AGP,10,00,256
Cells,Texture,SumVariance,AGP,10,01,256
Cells,Texture,SumVariance,AGP,10,02,256
Cells,Texture,SumVariance,AGP,10,03,256
Cells,Texture,SumVariance,AGP,3,00,256
Cells,Texture,SumVariance,AGP,3,01,256
Cells,Texture,SumVariance,AGP,3,02,256
Cells,Texture,SumVariance,AGP,3,03,256
Cells,Texture,SumVariance,AGP,5,00,256
Cells,Texture,SumVariance,AGP,5,01,256
Cells,Texture,SumVariance,AGP,5,02,256
Cells,Texture,SumVariance,AGP,5,03,256
Cells,Texture,SumVariance,DNA,10,00,256
Cells,Texture,SumVariance,DNA,10,01,256
Cells,Texture,SumVariance,DNA,10,02,256
Cells,Texture,SumVariance,DNA,10,03,256
Cells,Texture,SumVariance,DNA,3,00,256
Cells,Texture,SumVariance,DNA,3,01,256
Cells,Texture,SumVariance,DNA,3,02,256
Cells,Texture,SumVariance,DNA,3,03,256
Cells,Texture,SumVariance,DNA,5,00,256
Cells,Texture,SumVariance,DNA,5,01,256
Cells,Texture,SumVariance,DNA,5,02,256
Cells,Texture,SumVariance,DNA,5,03,256
Cells,Texture,SumVariance,ER,10,00,256
Cells,Texture,SumVariance,ER,10,01,256
Cells,Texture,SumVariance,ER,10,02,256
Cells,Texture,SumVariance,ER,10,03,256
Cells,Texture,SumVariance,ER,3,00,256
Cells,Texture,SumVariance,ER,3,01,256
Cells,Texture,SumVariance,ER,3,02,256
Cells,Texture,SumVariance,ER,3,03,256
Cells,Texture,SumVariance,ER,5,00,256
Cells,Texture,SumVariance,ER,5,01,256
Cells,Texture,SumVariance,ER,5,02,256
Cells,Texture,SumVariance,ER,5,03,256
Cells,Texture,SumVariance,Mito,10,00,256
Cells,Texture,SumVariance,Mito,10,01,256
Cells,Texture,SumVariance,Mito,10,02,256
Cells,Texture,SumVariance,Mito,10,03,256
Cells,Texture,SumVariance,Mito,3,00,256
Cells,Texture,SumVariance,Mito,3,01,256
Cells,Texture,SumVariance,Mito,3,02,256
Cells,Texture,SumVariance,Mito,3,03,256
Cells,Texture,SumVariance,Mito,5,00,256
Cells,Texture,SumVariance,Mito,5,01,256
Cells,Texture,SumVariance,Mito,5,02,256
Cells,Texture,SumVariance,Mito,5,03,256
Cells,Texture,SumVariance,RNA,10,00,256
Cells,Texture,SumVariance,RNA,10,01,256
Cells,Texture,SumVariance,RNA,10,02,256
Cells,Texture,SumVariance,RNA,10,03,256
Cells,Texture,SumVariance,RNA,3,00,256
Cells,Texture,SumVariance,RNA,3,01,256
Cells,Texture,SumVariance,RNA,3,02,256
Cells,Texture,SumVariance,RNA,3,03,256
Cells,Texture,SumVariance,RNA,5,00,256
Cells,Texture,SumVariance,RNA,5,01,256
Cells,Texture,SumVariance,RNA,5,02,256
Cells,Texture,SumVariance,RNA,5,03,256
Cells,Texture,Variance,AGP,10,00,256
Cells,Texture,Variance,AGP,10,01,256
Cells,Texture,Variance,AGP,10,02,256
Cells,Texture,Variance,AGP,10,03,256
Cells,Texture,Variance,AGP,3,00,256
Cells,Texture,Variance,AGP,3,01,256
Cells,Texture,Variance,AGP,3,02,256
Cells,Texture,Variance,AGP,3,03,256
Cells,Texture,Variance,AGP,5,00,256
Cells,Texture,Variance,AGP,5,01,256
Cells,Texture,Variance,AGP,5,02,256
Cells,Texture,Variance,AGP,5,03,256
Cells,Texture,Variance,DNA,10,00,256
Cells,Texture,Variance,DNA,10,01,256
Cells,Texture,Variance,DNA,10,02,256
Cells,Texture,Variance,DNA,10,03,256
Cells,Texture,Variance,DNA,3,00,256
Cells,Texture,Variance,DNA,3,01,256
Cells,Texture,Variance,DNA,3,02,256
Cells,Texture,Variance,DNA,3,03,256
Cells,Texture,Variance,DNA,5,00,256
